DATAFLOW,FREQ,CLIMATE_CHANGE_INDICATORS,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,ERROR_TYPE,ERROR_VAL,REPORTING_TYPE,OBS_COMMENT
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,1995,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,1996,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,1997,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,1998,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,1999,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2000,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2001,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2002,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2003,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2004,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2005,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2006,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2007,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2008,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2009,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2010,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2011,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2012,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2013,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2014,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2015,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2016,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2017,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2018,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2019,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2020,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2021,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2022,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2023,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,GHG_EMI_CAPITA,MH,2024,0.1,,TON,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1992,151.5,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1993,151.5,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1994,151.5,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1995,151.5,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1996,146.9,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1997,141.9,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1998,136.8,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,1999,131.7,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2000,126,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2001,120.4,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2002,149.2,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2003,182,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2004,174.6,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2005,166.7,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2006,157.7,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2007,148.1,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2008,137.9,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2009,126,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2010,113.6,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2011,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2012,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2013,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2014,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2015,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2016,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2017,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2018,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2019,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2020,100.1,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2021,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,ALT_LAND_COVER,CK,2022,100,,PERCENT,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1961,2001.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1962,1806.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1963,2259.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1964,2102.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1965,2623.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1966,2848.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1967,3287.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1968,1847.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1969,1880.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1970,1996.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1971,2739.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1972,2824.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1973,2863.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1974,3361.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1975,1953.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1976,2807.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1977,3055.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1978,3079,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1979,2769.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1980,2485.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1981,2683.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1982,2510,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1983,2293.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1984,3117.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1985,3224.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1986,2907.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1987,3312.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1988,3968.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1989,2794.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1990,2013,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1991,3349.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1992,3326.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1993,3577,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1994,3586.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1995,3595.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1996,3513.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1997,3510.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1998,4365.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,1999,4370.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2000,4163.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2001,4174.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2002,4196.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2003,4296.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2004,5174.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2005,5131.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2006,5955.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2007,5898.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2008,5918.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2009,5982.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2010,8652.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2011,8644.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2012,8722.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2013,8796.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2014,8573.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2015,8571.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2016,10444.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2017,10358.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2018,7956.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2019,6061.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2020,6027.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2021,6626.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2022,6621.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2023,6417.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,KI,2024,6271.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1961,5119.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1962,5140.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1963,5235.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1964,5034.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1965,5264.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1966,5406.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1967,5238.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1968,5267.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1969,5297.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1970,5353.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1971,5414.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1972,5533.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1973,5473.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1974,5523.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1975,5524.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1976,5624.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1977,5667.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1978,5781.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1979,5746.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1980,6297.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1981,6338,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1982,6775.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1983,6911.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1984,7202.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1985,7324.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1986,6940.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1987,7196.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1988,6991.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1989,6773.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1990,6616.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1991,7082,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1992,7531.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1993,7626.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1994,7489.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1995,7641.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1996,7843.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1997,7733.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1998,7639.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,1999,7951.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2000,8175.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2001,8470.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2002,8368.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2003,8395.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2004,8761.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2005,8341.3,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2006,8448.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2007,8776.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2008,9019.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2009,8945.9,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2010,9504.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2011,9356.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2012,9920.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2013,9789.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2014,10352.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2015,10348.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2016,10685.2,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2017,9926.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2018,9957.5,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2019,9960.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2020,10417.7,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2021,10626.4,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2022,10720.1,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2023,10541.8,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,CROP_YIELD,PG,2024,9556.6,,KGHA,,,,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1850,0,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1851,-0.4,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1852,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1853,0,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1854,0,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1855,-0.1,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1856,-0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1857,-0.5,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1858,-0.2,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1859,0.2,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1860,-0.2,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1861,-0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1862,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1863,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1864,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1865,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1866,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1867,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1868,0,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1869,0.1,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1870,-0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1871,0,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1872,0,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1873,-0.4,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1874,-0.1,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1875,-0.2,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1876,-0.2,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1877,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1878,-0.1,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1879,-0.4,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1880,-0.4,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1881,0.2,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1882,0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1883,-0.2,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1884,-0.2,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1885,-0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1886,-0.5,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1887,-0.5,,CELSIUS,SE,0.2,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1888,-0.1,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1889,-0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1890,-0.6,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1891,-0.3,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1892,-0.2,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1893,-0.5,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1894,-0.3,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1895,-0.2,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1896,-0.3,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1897,-0.1,,CELSIUS,SE,0.1,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1898,-0.4,,CELSIUS,SE,0,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SST_ANOM,TV,1899,-0.2,,CELSIUS,SE,0.1,N,
